"VarName","TimeString","VarValue","Validity","Time_ms","Checksum"
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:23",1.328848,1,45247383602.3032,/vO/KN
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:23",14.15798,1,45247383602.3032,hRPSsY
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:25",1.328848,1,45247383625.6019,1KhQUf
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:25",14.15798,1,45247383625.6019,gGXccN
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:27",1.328848,1,45247383648.9005,Ajb7A/
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:27",14.15509,1,45247383648.9005,uLrpmh
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:29",1.344763,1,45247383672.1991,mucSFZ
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:29",14.15798,1,45247383672.1991,1T4tYO
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:31",1.344763,1,45247383695.5093,5FFBro
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:31",14.15509,1,45247383695.5093,8ps3J4
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:33",1.35272,1,45247383718.7963,vdz6X2
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:33",14.15509,1,45247383718.7963,axEpL4
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:35",1.35272,1,45247383742.0949,YiLAR+
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:35",14.15798,1,45247383742.0949,1Q20M+
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:37",1.35272,1,45247383765.382,gTJl3i
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:37",14.15798,1,45247383765.382,Ug0Vzf
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:39",1.344763,1,45247383788.6806,/gnPPk
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:39",14.15798,1,45247383788.6806,PTVjZ9
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:41",1.344763,1,45247383812.0023,pCQ0dw
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:41",14.15798,1,45247383812.0023,yak45y
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:43",1.35272,1,45247383835.3009,gmjJdy
